,support,itemsets,support_pct
555168,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555170,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q131_Bildungsstatus.2'})",100.0
555182,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Net Promoter Score', 'Q27_Bundesländer.11'})",100.0
555171,1.0,"frozenset({'Q131_Berufstätigkeit des Befragten.3', 'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11'})",100.0
555172,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q131_Haushaltsnettoeinkommen in Euro', 'Q27_Bundesländer.11'})",100.0
555173,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q130_Kontaktaufn.: Videotelefonie', 'Q27_Bundesländer.11'})",100.0
555174,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q130_Berufstätigkeit des Befragten.3'})",100.0
555175,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q130_Alter'})",100.0
555176,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q132_Nielsengebiete'})",100.0
555177,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q132_Verhältnis zu sozialen Medien.2'})",100.0
555178,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q132_Nutzung Payback'})",100.0
555179,1.0,"frozenset({'Q27_Bundesländer.11', 'Q30_Berufstätigkeit des Befragten.1', 'Q133_Kontaktaufn.: Kontaktformular Website'})",100.0
555180,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q133_BKK (Fortsetzung).13'})",100.0
555158,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q128_Bundesländer.11'})",100.0
555157,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q129_Bundesländer.2'})",100.0
555156,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q129_Alter', 'Q27_Bundesländer.11'})",100.0
555155,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q129_Personen im Haushalt.1', 'Q27_Bundesländer.11'})",100.0
555134,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q27_Bundesländer.11'})",100.0
555135,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Bundesländer', 'Q27_Bundesländer.11'})",100.0
555136,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Bundesländer.4', 'Q27_Bundesländer.11'})",100.0
555137,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q27_Bundesländer.11'})",100.0
555138,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q27_Bundesländer.11'})",100.0
555139,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1', 'Q27_Bundesländer.11'})",100.0
555140,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q116_Alter.1'})",100.0
555141,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q116_Arbeitswochenstunden', 'Q27_Bundesländer.11'})",100.0
555142,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q116_Wohnsituation', 'Q27_Bundesländer.11'})",100.0
555143,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q27_Bundesländer.11'})",100.0
555144,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q27_Bundesländer.11'})",100.0
555145,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q117_BKK.2'})",100.0
555146,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q22_Verhältnis zu sozialen Medien.2'})",100.0
555147,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q27_Bundesländer.11'})",100.0
555148,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q22_Net Promoter Score', 'Q27_Bundesländer.11'})",100.0
555149,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q115_Geschlecht', 'Q27_Bundesländer.11'})",100.0
555150,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q115_Bildungsstatus', 'Q27_Bundesländer.11'})",100.0
555151,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q115_Berufstätigkeit des Befragten.2', 'Q27_Bundesländer.11'})",100.0
555152,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q101_Arbeitswochenstunden.3'})",100.0
555153,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q101_Beruf.2', 'Q27_Bundesländer.11'})",100.0
555154,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q101_Haushaltstypologie.1'})",100.0
555181,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q133_Bildungsstatus', 'Q27_Bundesländer.11'})",100.0
555183,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q9_Kunden-begeisterung', 'Q27_Bundesländer.11'})",100.0
555232,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555220,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q62_Bundesländer.5'})",100.0
555210,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht', 'Q27_Bundesländer.11'})",100.0
555211,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q59_Geschlecht.1', 'Q27_Bundesländer.11'})",100.0
555212,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK', 'Q27_Bundesländer.11'})",100.0
555213,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q89_BKK.5'})",100.0
555214,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK (Fortsetzung).17', 'Q27_Bundesländer.11'})",100.0
555215,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_94.55611866412475', 'Q27_Bundesländer.11'})",100.0
555216,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q76_83.2695611882146', 'Q27_Bundesländer.11'})",100.0
555217,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q76_80.46947200696766'})",100.0
555218,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555219,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q62_Beruf.1', 'Q27_Bundesländer.11'})",100.0
555221,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q77_20.967204025320665', 'Q27_Bundesländer.11'})",100.0
555184,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q9_Legt Wert auf Nachhaltigkeit'})",100.0
555222,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q77_48.75560286184606', 'Q27_Bundesländer.11'})",100.0
555223,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q77_30.573116001834602', 'Q27_Bundesländer.11'})",100.0
555224,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q88_Alter.5', 'Q27_Bundesländer.11'})",100.0
555225,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q88_Nutzung Smartphone.1', 'Q27_Bundesländer.11'})",100.0
555226,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q88_Berufstätigkeit des Befragten.2', 'Q27_Bundesländer.11'})",100.0
555227,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555228,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555229,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555230,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555231,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555209,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q59_BKK (Fortsetzung).8'})",100.0
555208,1.0,"frozenset({'Q27_Bundesländer.11', 'Q30_Berufstätigkeit des Befragten.1', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555207,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q58_Kontaktaufn.: Videotelefonie', 'Q27_Bundesländer.11'})",100.0
555206,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q58_Reklamationszufriedenheit'})",100.0
555185,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q29_Personen im Haushalt.3', 'Q27_Bundesländer.11'})",100.0
555186,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q29_BIK-Stadtregion (in Tausend)', 'Q27_Bundesländer.11'})",100.0
555187,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q29_Nutzung quad Newsletter', 'Q27_Bundesländer.11'})",100.0
555188,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Personen im Haushalt.2', 'Q27_Bundesländer.11'})",100.0
555189,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q108_Arbeitswochenstunden.2'})",100.0
555190,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q108_Beruf', 'Q27_Bundesländer.11'})",100.0
555191,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q109_BIK-Stadtregion (in Tausend)'})",100.0
555192,1.0,"frozenset({'Q27_Bundesländer.11', 'Q30_Berufstätigkeit des Befragten.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555193,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q27_Bundesländer.11'})",100.0
555194,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q27_Bundesländer.11'})",100.0
555195,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555196,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q28_Berufstätigkeit des Befragten.4', 'Q27_Bundesländer.11'})",100.0
555197,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q98_Haushaltstypologie.4'})",100.0
555198,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q27_Bundesländer.11'})",100.0
555199,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q98_Zuf. Aktive Betreuung', 'Q27_Bundesländer.11'})",100.0
555200,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Zuf. Aktive Betreuung.2', 'Q27_Bundesländer.11'})",100.0
555201,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Gesetzliche Krankenkasse.2', 'Q27_Bundesländer.11'})",100.0
555202,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q99_Vergleich Kassensysteme.1'})",100.0
555203,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_63.89293945455572', 'Q27_Bundesländer.11'})",100.0
555204,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q70_61.777600178356806', 'Q27_Bundesländer.11'})",100.0
555205,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q70_64.20520686777013'})",100.0
555334,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555335,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555336,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555474,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555464,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555465,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555466,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555467,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555468,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",100.0
555469,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555470,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",100.0
555471,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555472,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555473,1.0,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555475,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555487,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555476,1.0,"frozenset({'Q98_Haushaltstypologie.4', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555477,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555478,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555479,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555480,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555481,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q99_Vergleich Kassensysteme.1'})",100.0
555482,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555483,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555484,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",100.0
555485,1.0,"frozenset({'Q58_Reklamationszufriedenheit', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555463,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",100.0
555462,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q9_Kunden-begeisterung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555461,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q9_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555460,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q133_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555439,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q128_Guter Ruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555440,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q100_Anpassung Zusatzbeitrag.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555441,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q100_Bundesländer.1'})",100.0
555442,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q100_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555443,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q114_Arbeitswochenstunden.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555444,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q114_Bundesländer.14', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555445,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops'})",100.0
555446,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
555447,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555448,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Wahltarif'})",100.0
555449,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q131_Bildungsstatus.2'})",100.0
555450,1.0,"frozenset({'Q131_Berufstätigkeit des Befragten.3', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555451,1.0,"frozenset({'Q131_Haushaltsnettoeinkommen in Euro', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555452,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q130_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555453,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Berufstätigkeit des Befragten.3'})",100.0
555454,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Alter'})",100.0
555455,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nielsengebiete'})",100.0
555456,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Verhältnis zu sozialen Medien.2'})",100.0
555457,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nutzung Payback'})",100.0
555458,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q23_Nielsengebiete.1', 'Q133_Kontaktaufn.: Kontaktformular Website'})",100.0
555459,1.0,"frozenset({'Q133_BKK (Fortsetzung).13', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555486,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555488,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",100.0
555337,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q115_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555525,1.0,"frozenset({'Q129_Personen im Haushalt.1', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555515,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555516,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555517,1.0,"frozenset({'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555518,1.0,"frozenset({'Q23_Bundesländer', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555519,1.0,"frozenset({'Q23_Bundesländer', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555520,1.0,"frozenset({'Q115_Bildungsstatus', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555521,1.0,"frozenset({'Q115_Berufstätigkeit des Befragten.2', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555522,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Arbeitswochenstunden.3'})",100.0
555523,1.0,"frozenset({'Q101_Beruf.2', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555524,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Haushaltstypologie.1'})",100.0
555526,1.0,"frozenset({'Q129_Alter', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555489,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555527,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q129_Bundesländer.2'})",100.0
555528,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q128_Bundesländer.11'})",100.0
555529,1.0,"frozenset({'Q128_Schnäppchen-Jäger', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555530,1.0,"frozenset({'Q128_Guter Ruf.1', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555531,1.0,"frozenset({'Q100_Anpassung Zusatzbeitrag.1', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555532,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q100_Bundesländer.1'})",100.0
555533,1.0,"frozenset({'Q100_BKK (Fortsetzung).17', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555534,1.0,"frozenset({'Q23_Bundesländer', 'Q114_Arbeitswochenstunden.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555535,1.0,"frozenset({'Q114_Bundesländer.14', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555536,1.0,"frozenset({'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555514,1.0,"frozenset({'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555513,1.0,"frozenset({'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555512,1.0,"frozenset({'Q116_Wohnsituation', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555511,1.0,"frozenset({'Q23_Bundesländer', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555490,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q59_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555491,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555492,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",100.0
555493,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555494,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555495,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555496,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",100.0
555497,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555498,1.0,"frozenset({'Q62_Beruf.1', 'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555499,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",100.0
555500,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q77_20.967204025320665', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555501,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q77_48.75560286184606', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555502,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
